19127,243700,
19127,264300,
19127,223200,
19127,268500,
19127,228700,
19127,235900,
19127,542000,
19127,328200,
19127,332900,
19127,227100,
19127,160500,
19127,251400,
19127,232500,
19127,275800,
19127,341600,
19127,251700,
19127,251500,
19127,201000,
19127,255600,
19127,246600,
19127,382000,
19127,2708700,
19127,90200,
19127,240100,
19127,222200,
19127,367400,
19127,281100,
19127,391400,
19127,440300,
19127,255400,
19127,195900,
19127,185900,
19127,256600,
19127,227800,
19127,273300,
19127,273500,
19127,263700,
19127,228400,
19127,389900,
19127,431200,
19127,230900,
19127,264600,
19127,282300,
19127,530200,
19127,407600,
19127,247200,
19127,530200,
19127,209900,
19127,586100,
19127,205600,
19127,217000,
19127,274900,
19127,298800,
19127,292100,
19127,260800,
19127,324100,
19127,509000,
19127,560200,
19127,217600,
19127,286200,
19127,591500,
19127,39600,
19127,237500,
19127,241900,
19127,206900,
19127,210600,
19127,294500,
19127,224400,
19127,219200,
19127,11500,
19127,258900,
19127,284800,
19127,372600,
19127,299000,
19127,274900,
19127,357000,
19127,334500,
19127,294800,
19127,248500,
19127,318400,
19127,262400,
19127,321200,
19127,321200,
19127,327400,
19127,311600,
19127,268300,
19127,449000,
19127,351600,
19127,249800,
19127,214700,
19127,254000,
19127,224700,
19127,39600,
19127,286400,
19127,275700,
19127,320000,
19127,287500,
19127,262900,
19127,512600,
19127,259500,
19127,208800,
19127,267800,
19127,315400,
19127,379500,
19127,335300,
19127,360800,
19127,572000,
19127,199700,
19127,217900,
19127,238000,
19127,279900,
19127,260600,
19127,247600,
19127,219000,
19127,284900,
19127,221500,
19127,244600,
19127,225500,
19127,271100,
19127,248800,
19127,262300,
19127,228000,
19127,232600,
19127,193300,
19127,592500,
19127,268000,
19127,225000,
19127,39600,
19127,39600,
19127,270500,
19127,583100,
19127,385100,
19127,839000,
19127,187400,
19127,574700,
19127,260900,
19127,231200,
19127,165800,
19127,253200,
19127,391600,
19127,294600,
19127,45000,
19127,345600,
19127,497600,
19127,234900,
19127,315000,
19127,315500,
19127,215500,
19127,399200,
19127,262500,
19127,1295000,
19127,185500,
19127,238300,
19127,315500,
19127,459400,
19127,287800,
19127,321200,
19127,278700,
19127,1270500,
19127,236100,
19127,296300,
19127,230600,
19127,325400,
19127,237200,
19127,202900,
19127,178600,
19127,324700,
19127,327300,
19127,257700,
19127,210900,
19127,574700,
19127,333500,
19127,255900,
19127,291000,
19127,314200,
19127,342700,
19127,234400,
19127,209000,
19127,260500,
19127,284600,
19127,408400,
19127,244200,
19127,654500,
19127,401000,
19127,654500,
19127,329500,
19127,252000,
19127,208200,
19127,349300,
19127,356300,
19127,218700,
19127,569400,
19127,482200,
19127,288500,
19127,1113000,
19127,1150200,
19127,285900,
19127,246700,
19127,293000,
19127,233100,
19127,333900,
19127,216600,
19127,271700,
19127,215100,
19127,243000,
19127,241900,
19127,184600,
19127,193400,
19127,275000,
19127,304500,
19127,232900,
19127,275300,
19127,334600,
19127,272600,
19127,260100,
19127,189600,
19127,242600,
19127,538400,
19127,355800,
19127,224900,
19127,361200,
19127,306600,
19127,274300,
19127,351400,
19127,347600,
19127,270500,
19127,681500,
19127,281200,
19127,412700,
19127,318600,
19127,2577600,
19127,235000,
19127,206400,
19127,284700,
19127,472800,
19127,276300,
19127,199100,
19127,325300,
19127,278500,
19127,321200,
19127,740500,
19127,373700,
19127,300500,
19127,646800,
19127,257500,
19127,429400,
